TIME,DJIA
"April-04,1934",103.19
"April-05,1934",103.37
"April-06,1934",103.97
"April-07,1934",103.6
"April-09,1934",103.54
"April-10,1934",105.05
"April-11,1934",105.16
"April-12,1934",104.8
"April-13,1934",104.98
"April-14,1934",105.04
"April-16,1934",103.57
"April-17,1934",104.46
"April-18,1934",105.45
"April-19,1934",105.52
"April-20,1934",106.55
"April-21,1934",106.34
"April-23,1934",105.92
"April-24,1934",105.31
"April-25,1934",105.05
"April-26,1934",103.56
"April-27,1934",103.65
"April-28,1934",102.9
"April-30,1934",100.49
"May-01,1934",100.62
"May-02,1934",98.82
"May-03,1934",98.94
"May-04,1934",99.29
"May-05,1934",98.2
"May-07,1934",95.51
"May-08,1934",97.16
"May-09,1934",95.71
"May-10,1934",93.91
"May-11,1934",93.18
"May-12,1934",92.22
"May-14,1934",91.81
"May-15,1934",92.84
"May-16,1934",92.73
"May-17,1934",95.98
"May-18,1934",95.17
"May-19,1934",95.13
"May-21,1934",95.76
"May-22,1934",93.61
"May-23,1934",92.86
"May-24,1934",93.37
"May-25,1934",94.5
"May-26,1934",95.05
"May-28,1934",95.56
"May-29,1934",95.32
"May-31,1934",94
"June-01,1934",91.79
"June-02,1934",91.41
"June-04,1934",92.73
"June-05,1934",94.66
"June-06,1934",94.77
"June-07,1934",94.72
"June-08,1934",98.44
"June-09,1934",98.9
"June-11,1934",97.82
"June-12,1934",98.78
"June-13,1934",98.75
"June-14,1934",97.15
"June-15,1934",98.7
"June-16,1934",99.85
"June-18,1934",100.42
"June-19,1934",99.02
"June-20,1934",98.25
"June-21,1934",97.5
"June-22,1934",95.93
"June-23,1934",96.59
"June-25,1934",95.79
"June-26,1934",97.33
"June-27,1934",96.94
"June-28,1934",97.14
"June-29,1934",95.75
"June-30,1934",95.72
"July-02,1934",94.8
"July-03,1934",94.77
"July-05,1934",96.44
"July-06,1934",97.32
"July-07,1934",97.15
"July-09,1934",97.04
"July-10,1934",98.07
"July-11,1934",98.67
"July-12,1934",98.32
"July-13,1934",98.82
"July-14,1934",99.02
"July-16,1934",97.04
"July-17,1934",96.79
"July-18,1934",98.26
"July-19,1934",97.24
"July-20,1934",94.74
"July-21,1934",94.62
"July-23,1934",91.98
"July-24,1934",91.01
"July-25,1934",91.57
"July-26,1934",85.51
"July-27,1934",87.84
"July-28,1934",88.72
"July-30,1934",88.17
"July-31,1934",88.05
"August-01,1934",90.57
"August-02,1934",90.87
"August-03,1934",90.14
"August-04,1934",88.43
"August-06,1934",88.11
"August-07,1934",87.47
"August-08,1934",88.97
"August-09,1934",91.34
"August-10,1934",89.66
"August-11,1934",89.79
"August-13,1934",91.8
"August-14,1934",91.12
"August-15,1934",91
"August-16,1934",91.69
"August-17,1934",91.12
"August-18,1934",90.86
"August-20,1934",90.44
"August-21,1934",92.57
"August-22,1934",94.32
"August-23,1934",94.05
"August-24,1934",95.48
"August-25,1934",95.71
"August-27,1934",94.46
"August-28,1934",94.19
"August-29,1934",93.69
"August-30,1934",92.76
"August-31,1934",92.86
"September-01,1934",92.64
"September-04,1934",92.3
"September-05,1934",93.65
"September-06,1934",91.82
"September-07,1934",90.99
"September-08,1934",90.83
"September-10,1934",89.27
"September-11,1934",89.25
"September-12,1934",89.62
"September-13,1934",89.44
"September-14,1934",86.83
"September-15,1934",87.34
"September-17,1934",86.69
"September-18,1934",87.37
"September-19,1934",89.34
"September-20,1934",89.35
"September-21,1934",91.1
"September-22,1934",91.08
"September-24,1934",90.45
"September-25,1934",92.72
"September-26,1934",92.44
"September-27,1934",93.4
"September-28,1934",92.49
"September-29,1934",92.63
"October-01,1934",90.41
"October-02,1934",90.88
"October-03,1934",91.04
"October-04,1934",91.01
"October-05,1934",92.96
"October-06,1934",92.85
"October-08,1934",92.5
"October-09,1934",91.71
"October-10,1934",93.75
"October-11,1934",95.5
"October-13,1934",94.9
"October-15,1934",94.16
"October-16,1934",95.25
"October-17,1934",95.29
"October-18,1934",95.34
"October-19,1934",94.9
"October-20,1934",95.02
"October-22,1934",94.78
"October-23,1934",94.65
"October-24,1934",95.6
"October-25,1934",94.19
"October-26,1934",93.01
"October-27,1934",92.86
"October-29,1934",92.53
"October-30,1934",93.05
"October-31,1934",93.36
"November-01,1934",93.46
"November-02,1934",94.42
"November-03,1934",94.95
"November-05,1934",96.06
"November-07,1934",97.55
"November-08,1934",97.26
"November-09,1934",99.02
"November-10,1934",99.21
"November-13,1934",99.19
"November-14,1934",99.42
"November-15,1934",99.72
"November-16,1934",99.39
"November-17,1934",99.45
"November-19,1934",99.89
"November-20,1934",99.9
"November-21,1934",99.47
"November-22,1934",99.93
"November-23,1934",101.62
"November-24,1934",102.4
"November-26,1934",103.08
"November-27,1934",102.38
"November-28,1934",102.75
"November-30,1934",102.94
"December-01,1934",102.93
"December-03,1934",101.92
"December-04,1934",102.57
"December-05,1934",103.42
"December-06,1934",103.47
"December-07,1934",103.16
"December-08,1934",102.83
"December-10,1934",102.76
"December-11,1934",100.81
"December-12,1934",100.97
"December-13,1934",100.68
"December-14,1934",100.69
"December-15,1934",100.84
"December-17,1934",100.92
"December-18,1934",101
"December-19,1934",99.78
"December-20,1934",99.59
"December-21,1934",99.9
"December-22,1934",99.73
"December-24,1934",100.69
"December-26,1934",100.35
"December-27,1934",100.26
"December-28,1934",103.15
"December-29,1934",103.9
"December-31,1934",104.04
"January-02,1935",104.51
"January-03,1935",105.14
"January-04,1935",104.69
"January-05,1935",105.56
"January-07,1935",105.88
"January-08,1935",105.03
"January-09,1935",105.05
"January-10,1935",104.87
"January-11,1935",103.35
"January-12,1935",102.3
"January-14,1935",102.76
"January-15,1935",100.49
"January-16,1935",101.54
"January-17,1935",101.91
"January-18,1935",102.36
"January-19,1935",102.96
"January-21,1935",103.35
"January-22,1935",102.77
"January-23,1935",102.88
"January-24,1935",102.44
"January-25,1935",102.86
"January-26,1935",102.5
"January-28,1935",101.51
"January-29,1935",100.69
"January-30,1935",101
"January-31,1935",101.69
"February-01,1935",101.53
"February-02,1935",102.2
"February-04,1935",101.56
"February-05,1935",100.74
"February-06,1935",100.23
"February-07,1935",101
"February-08,1935",102.35
"February-09,1935",102.66
"February-11,1935",102.42
"February-13,1935",102.69
"February-14,1935",103.05
"February-15,1935",104.67
"February-16,1935",104.54
"February-18,1935",107.17
"February-19,1935",105.89
"February-20,1935",104.97
"February-21,1935",104.86
"February-23,1935",103.25
"February-25,1935",103.14
"February-26,1935",102.24
"February-27,1935",102.55
"February-28,1935",102.38
"March-01,1935",103.27
"March-02,1935",103.22
"March-04,1935",102.58
"March-05,1935",100.09
"March-06,1935",100.22
"March-07,1935",101.17
"March-08,1935",101.58
"March-09,1935",101.18
"March-11,1935",99.39
"March-12,1935",97.66
"March-13,1935",98.02
"March-14,1935",96.71
"March-15,1935",98.21
"March-16,1935",97.79
"March-18,1935",97.01
"March-19,1935",98.31
"March-20,1935",98.29
"March-21,1935",99.72
"March-22,1935",100.68
"March-23,1935",99.84
"March-25,1935",99.5
"March-26,1935",98.97
"March-27,1935",100.35
"March-28,1935",100.59
"March-29,1935",100.78
"March-30,1935",100.81
"April-01,1935",101.23
"April-02,1935",101
"April-03,1935",100.39
"April-04,1935",101.13
"April-05,1935",102.53
"April-06,1935",103.04
"April-08,1935",102.65
"April-09,1935",104.32
"April-10,1935",104.06
"April-11,1935",104.03
"April-12,1935",104.45
"April-13,1935",105.42
"April-15,1935",105.93
"April-16,1935",106.33
"April-17,1935",105.43
"April-18,1935",107.97
"April-20,1935",109.76
"April-22,1935",110.27
"April-23,1935",110.06
"April-24,1935",109.45
"April-25,1935",110.47
"April-26,1935",110.37
"April-27,1935",109.68
"April-29,1935",109.91
"April-30,1935",109.45
"May-01,1935",108.71
"May-02,1935",108.84
"May-03,1935",110.49
"May-04,1935",110.83
"May-06,1935",110.53
"May-07,1935",109.79
"May-08,1935",112.63
"May-09,1935",113.1
"May-10,1935",113.67
"May-11,1935",114.08
"May-13,1935",114.23
"May-14,1935",114.18
"May-15,1935",114.61
"May-16,1935",116.58
"May-17,1935",115.81
"May-18,1935",114.58
"May-20,1935",114.67
"May-21,1935",115.56
"May-22,1935",116.24
"May-23,1935",116.81
"May-24,1935",116.17
"May-25,1935",115.9
"May-27,1935",116.74
"May-28,1935",113.76
"May-29,1935",111.85
"May-31,1935",110.65
"June-01,1935",109.74
"June-03,1935",111.45
"June-04,1935",113.58
"June-05,1935",113.92
"June-06,1935",113.54
"June-07,1935",114.01
"June-08,1935",114.72
"June-10,1935",115.89
"June-11,1935",117.08
"June-12,1935",117.14
"June-13,1935",117.89
"June-14,1935",119
"June-15,1935",119.17
"June-17,1935",118.67
"June-18,1935",119.32
"June-19,1935",118.12
"June-20,1935",117.24
"June-21,1935",119.48
"June-22,1935",120.75
"June-24,1935",120.04
"June-25,1935",118.73
"June-26,1935",117.64
"June-27,1935",117.56
"June-28,1935",118.36
"June-29,1935",118.21
"July-01,1935",118.82
"July-02,1935",118.69
"July-03,1935",118.81
"July-05,1935",120.61
"July-06,1935",121.02
"July-08,1935",122.55
"July-09,1935",122.15
"July-10,1935",122.69
"July-11,1935",121.93
"July-12,1935",122.2
"July-13,1935",121.88
"July-15,1935",121.72
"July-16,1935",122.34
"July-17,1935",122.91
"July-18,1935",123.41
"July-19,1935",122.33
"July-20,1935",122.69
"July-22,1935",124.1
"July-23,1935",124.14
"July-24,1935",124.6
"July-25,1935",123.8
"July-26,1935",124.02
"July-27,1935",125.27
"July-29,1935",126.56
"July-30,1935",125.57
"July-31,1935",126.23
"August-01,1935",125.85
"August-02,1935",124.93
"August-03,1935",125.9
"August-05,1935",126.07
"August-06,1935",125.64
"August-07,1935",125.61
"August-08,1935",125.98
"August-09,1935",127.27
"August-10,1935",127.94
"August-12,1935",128
"August-13,1935",128.09
"August-14,1935",128.27
"August-15,1935",127.47
"August-16,1935",127.63
"August-17,1935",127.96
"August-19,1935",126.33
"August-20,1935",126.31
"August-21,1935",127.66
"August-22,1935",128.52
"August-23,1935",128.93
"August-24,1935",127.93
"August-26,1935",128.99
"August-27,1935",126.81
"August-28,1935",126.61
"August-29,1935",126.95
"August-30,1935",127.35
"August-31,1935",127.89
"September-03,1935",127.27
"September-04,1935",128.46
"September-05,1935",129.34
"September-06,1935",130.75
"September-07,1935",131.86
"September-09,1935",132.48
"September-10,1935",133.22
"September-11,1935",134.01
"September-12,1935",133.33
"September-13,1935",133.52
"September-14,1935",133.4
"September-16,1935",132.91
"September-17,1935",133.11
"September-18,1935",134.11
"September-19,1935",131.44
"September-20,1935",128.42
"September-21,1935",128.78
"September-23,1935",129.55
"September-24,1935",131.02
"September-25,1935",131.52
"September-26,1935",131.06
"September-27,1935",131.48
"September-28,1935",131.75
"September-30,1935",131.92
"October-01,1935",131.51
"October-02,1935",128.06
"October-03,1935",129.05
"October-04,1935",129.76
"October-05,1935",130.35
"October-07,1935",130.77
"October-08,1935",130.06
"October-09,1935",130.59
"October-10,1935",132.99
"October-11,1935",133.56
"October-14,1935",135.03
"October-15,1935",136.26
"October-16,1935",135.68
"October-17,1935",135.57
"October-18,1935",135.13
"October-19,1935",137.09
"October-21,1935",138.96
"October-22,1935",138.77
"October-23,1935",139.58
"October-24,1935",139.41
"October-25,1935",140.68
"October-26,1935",141.47
"October-28,1935",140.78
"October-29,1935",140.49
"October-30,1935",139.35
"October-31,1935",139.74
"November-01,1935",141.31
"November-02,1935",141.2
"November-04,1935",141.07
"November-06,1935",142.9
"November-07,1935",143.4
"November-08,1935",144.25
"November-09,1935",144.36
"November-12,1935",142.56
"November-13,1935",143.59
"November-14,1935",145.59
"November-15,1935",146.32
"November-16,1935",147.31
"November-18,1935",147.06
"November-19,1935",148.44
"November-20,1935",146.65
"November-21,1935",147.37
"November-22,1935",144.61
"November-23,1935",146.12
"November-25,1935",144.72
"November-26,1935",142.59
"November-27,1935",143.38
"November-29,1935",142.34
"November-30,1935",142.35
"December-02,1935",140.72
"December-03,1935",143.58
"December-04,1935",144.04
"December-05,1935",143.72
"December-06,1935",143.48
"December-07,1935",144.47
"December-09,1935",144.1
"December-10,1935",142.31
"December-11,1935",142.84
"December-12,1935",141.34
"December-13,1935",140.16
"December-14,1935",140.38
"December-16,1935",139.11
"December-17,1935",140.6
"December-18,1935",140.1
"December-19,1935",138.94
"December-20,1935",139.5
"December-21,1935",140.19
"December-23,1935",140.58
"December-24,1935",141.53
"December-26,1935",141.54
"December-27,1935",141.58
"December-28,1935",140.76
"December-30,1935",143
"December-31,1935",144.13
"January-02,1936",144.13
"January-03,1936",144.69
"January-04,1936",144.08
"January-06,1936",143.11
"January-07,1936",144.92
"January-08,1936",146.16
"January-09,1936",145.66
"January-10,1936",147.08
"January-11,1936",146.73
"January-13,1936",146.52
"January-14,1936",146.32
"January-15,1936",145.66
"January-16,1936",145.92
"January-17,1936",145.81
"January-18,1936",144.93
"January-20,1936",144.06
"January-21,1936",143.5
"January-22,1936",145.99
"January-23,1936",146.97
"January-24,1936",146.59
"January-25,1936",147.01
"January-27,1936",147.3
"January-28,1936",146.94
"January-29,1936",147.71
"January-30,1936",146.98
"January-31,1936",149.49
"February-01,1936",149.58
"February-03,1936",150.62
"February-04,1936",150.94
"February-05,1936",150.6
"February-06,1936",150.86
"February-07,1936",150.17
"February-08,1936",150.4
"February-10,1936",151.15
"February-11,1936",152.25
"February-13,1936",152.53
"February-14,1936",151.97
"February-15,1936",152.4
"February-17,1936",151.4
"February-18,1936",153.36
"February-19,1936",153.09
"February-20,1936",154.43
"February-21,1936",153.74
"February-24,1936",152.74
"February-25,1936",150.78
"February-26,1936",149.81
"February-27,1936",152.64
"February-28,1936",152.53
"February-29,1936",152.15
"March-02,1936",154.08
"March-03,1936",156.19
"March-04,1936",156.7
"March-05,1936",157.52
"March-06,1936",158.75
"March-07,1936",157.86
"March-09,1936",153.5
"March-10,1936",155.37
"March-11,1936",156.85
"March-12,1936",153.13
"March-13,1936",150.42
"March-14,1936",154.07
"March-16,1936",153.25
"March-17,1936",156.34
"March-18,1936",155.82
"March-19,1936",157.4
"March-20,1936",157.41
"March-21,1936",156.42
"March-23,1936",157.62
"March-24,1936",156.56
"March-25,1936",157.88
"March-26,1936",157.73
"March-27,1936",155.52
"March-28,1936",155.54
"March-30,1936",155.37
"March-31,1936",156.34
"April-01,1936",158.96
"April-02,1936",160.43
"April-03,1936",160.09
"April-04,1936",161.5
"April-06,1936",161.99
"April-07,1936",160.94
"April-08,1936",160.97
"April-09,1936",160.25
"April-11,1936",160.48
"April-13,1936",160.76
"April-14,1936",158.41
"April-15,1936",159.61
"April-16,1936",158.49
"April-17,1936",157.78
"April-18,1936",156.07
"April-20,1936",152.4
"April-21,1936",153.36
"April-22,1936",154.92
"April-23,1936",151.08
"April-24,1936",151.54
"April-25,1936",151.93
"April-27,1936",147.05
"April-28,1936",146.75
"April-29,1936",143.65
"April-30,1936",145.67
"May-01,1936",147.07
"May-02,1936",146.41
"May-04,1936",146.96
"May-05,1936",148.56
"May-06,1936",149.73
"May-07,1936",147.14
"May-08,1936",146.87
"May-09,1936",147.85
"May-11,1936",146.85
"May-12,1936",146.7
"May-13,1936",147.9
"May-14,1936",151.49
"May-15,1936",151.6
"May-16,1936",151.42
"May-18,1936",150.35
"May-19,1936",147.49
"May-20,1936",148.94
"May-21,1936",148.8
"May-22,1936",149.58
"May-23,1936",150.65
"May-25,1936",150.83
"May-26,1936",152.26
"May-27,1936",152.57
"May-28,1936",151.77
"May-29,1936",152.64
"June-01,1936",152.84
"June-02,1936",151.97
"June-03,1936",151.53
"June-04,1936",149.39
"June-05,1936",149.26
"June-06,1936",149.84
"June-08,1936",151.39
"June-09,1936",152.9
"June-10,1936",153.02
"June-11,1936",155.16
"June-12,1936",153.71
"June-13,1936",154.64
"June-15,1936",155.09
"June-16,1936",156.7
"June-17,1936",156.97
"June-18,1936",157.38
"June-19,1936",156.53
"June-20,1936",157.21
"June-22,1936",159.13
"June-23,1936",158.94
"June-24,1936",160.66
"June-25,1936",158.64
"June-26,1936",158.21
"June-27,1936",158.46
"June-29,1936",158.01
"June-30,1936",157.69
"July-01,1936",158.38
"July-02,1936",157.51
"July-03,1936",158.11
"July-06,1936",157.11
"July-07,1936",155.6
"July-08,1936",156.2
"July-09,1936",157.71
"July-10,1936",160.07
"July-11,1936",160.72
"July-13,1936",161.35
"July-14,1936",162.8
"July-15,1936",163.24
"July-16,1936",163.64
"July-17,1936",163.55
"July-18,1936",164.42
"July-20,1936",164.43
"July-21,1936",165.23
"July-22,1936",164.49
"July-23,1936",164.61
"July-24,1936",164.37
"July-25,1936",165.56
"July-27,1936",166.92
"July-28,1936",167.01
"July-29,1936",165.67
"July-30,1936",165.98
"July-31,1936",164.86
"August-01,1936",165.42
"August-03,1936",165.32
"August-04,1936",165.41
"August-05,1936",165.07
"August-06,1936",165.71
"August-07,1936",168.01
"August-08,1936",169.1
"August-10,1936",168.8
"August-11,1936",167.86
"August-12,1936",169.05
"August-13,1936",167.64
"August-14,1936",165.75
"August-15,1936",165.86
"August-17,1936",165.38
"August-18,1936",165.42
"August-19,1936",166.04
"August-20,1936",165.59
"August-21,1936",160.8
"August-22,1936",162.14
"August-24,1936",163.78
"August-25,1936",164.34
"August-26,1936",163.32
"August-27,1936",166.77
"August-28,1936",166.78
"August-29,1936",166.91
"August-31,1936",166.29
"September-01,1936",166.35
"September-02,1936",166.65
"September-03,1936",166.24
"September-04,1936",167.04
"September-05,1936",167.8
"September-08,1936",169.55
"September-09,1936",168.5
"September-10,1936",169
"September-11,1936",168.59
"September-12,1936",168.02
"September-14,1936",166.86
"September-15,1936",166.44
"September-16,1936",165.16
"September-17,1936",166.25
"September-18,1936",167.76
"September-19,1936",168.93
"September-21,1936",168.9
"September-22,1936",169.47
"September-23,1936",169.01
"September-24,1936",169.14
"September-25,1936",166.36
"September-26,1936",168.07
"September-28,1936",168.79
"September-29,1936",168.48
"September-30,1936",167.82
"October-01,1936",168.26
"October-02,1936",170.76
"October-03,1936",172.44
"October-05,1936",172.81
"October-06,1936",174.42
"October-07,1936",174.59
"October-08,1936",174.93
"October-09,1936",175.19
"October-10,1936",176.05
"October-13,1936",176.29
"October-14,1936",175.57
"October-15,1936",175.22
"October-16,1936",176.66
"October-17,1936",177.63
"October-19,1936",177.42
"October-20,1936",176.78
"October-21,1936",176.7
"October-22,1936",174.9
"October-23,1936",175.6
"October-24,1936",175.91
"October-26,1936",172.3
"October-27,1936",174.36
"October-28,1936",174.84
"October-29,1936",176.31
"October-30,1936",177.15
"October-31,1936",177.19
"November-02,1936",176.67
"November-04,1936",180.66
"November-05,1936",182.25
"November-06,1936",181.6
"November-07,1936",183.38
"November-09,1936",183.65
"November-10,1936",184.01
"November-12,1936",183.15
"November-13,1936",182.24
"November-14,1936",181.45
"November-16,1936",182.65
"November-17,1936",184.9
"November-18,1936",184.44
"November-19,1936",182.21
"November-20,1936",180.74
"November-21,1936",182.01
"November-23,1936",178.61
"November-24,1936",181.11
"November-25,1936",180.78
"November-27,1936",182.81
"November-28,1936",183.32
"November-30,1936",183.22
"December-01,1936",182.05
"December-02,1936",180.25
"December-03,1936",181.29
"December-04,1936",180.97
"December-05,1936",181.05
"December-07,1936",180.13
"December-08,1936",180.57
"December-09,1936",181.16
"December-10,1936",182.18
"December-11,1936",181.1
"December-12,1936",180.92
"December-14,1936",181.87
"December-15,1936",181.97
"December-16,1936",181.58
"December-17,1936",180.78
"December-18,1936",179.42
"December-19,1936",177.61
"December-21,1936",175.85
"December-22,1936",177.3
"December-23,1936",178.36
"December-24,1936",178.6
"December-28,1936",177.12
"December-29,1936",177.6
"December-30,1936",180.57
"December-31,1936",179.9
"January-02,1937",178.52
"January-04,1937",177.72
"January-05,1937",179.07
"January-06,1937",178.92
"January-07,1937",181.77
"January-08,1937",182.95
"January-09,1937",182.75
"January-11,1937",183.26
"January-12,1937",183.3
"January-13,1937",183.01
"January-14,1937",183.71
"January-15,1937",184.53
"January-16,1937",185.73
"January-18,1937",184.95
"January-19,1937",184.02
"January-20,1937",185.96
"January-21,1937",186.9
"January-22,1937",186.53
"January-23,1937",186.69
"January-25,1937",185.62
"January-26,1937",183.19
"January-27,1937",183.97
"January-28,1937",183.41
"January-29,1937",184.74
"January-30,1937",185.74
"February-01,1937",186.61
"February-02,1937",188.2
"February-03,1937",188.69
"February-04,1937",188.39
"February-05,1937",186.01
"February-06,1937",187.11
"February-08,1937",187.82
"February-09,1937",187.68
"February-10,1937",189.35
"February-11,1937",190.29
"February-13,1937",190.03
"February-15,1937",188.39
"February-16,1937",188.18
"February-17,1937",187.98
"February-18,1937",188.07
"February-19,1937",189.37
"February-20,1937",189.37
"February-23,1937",186.5
"February-24,1937",187.35
"February-25,1937",186.68
"February-26,1937",187.17
"February-27,1937",187.3
"March-01,1937",187.68
"March-02,1937",189.91
"March-03,1937",192.91
"March-04,1937",191.63
"March-05,1937",194.14
"March-06,1937",194.15
"March-08,1937",192.69
"March-09,1937",193.29
"March-10,1937",194.4
"March-11,1937",192.22
"March-12,1937",191.24
"March-13,1937",190.58
"March-15,1937",189.41
"March-16,1937",189.95
"March-17,1937",188.5
"March-18,1937",184.73
"March-19,1937",184.56
"March-20,1937",184.04
"March-22,1937",179.82
"March-23,1937",181.87
"March-24,1937",184.32
"March-25,1937",184.08
"March-27,1937",184.95
"March-29,1937",184.09
"March-30,1937",186.77
"March-31,1937",186.41
"April-01,1937",185.19
"April-02,1937",182.75
"April-03,1937",183.54
"April-05,1937",184.19
"April-06,1937",182.98
"April-07,1937",178.07
"April-08,1937",178.18
"April-09,1937",178.94
"April-10,1937",178.26
"April-12,1937",179.74
"April-13,1937",182.1
"April-14,1937",181.93
"April-15,1937",181.19
"April-16,1937",180.75
"April-17,1937",180.51
"April-19,1937",180.82
"April-20,1937",181.44
"April-21,1937",183.6
"April-22,1937",181.7
"April-23,1937",178.54
"April-24,1937",176.98
"April-26,1937",171.97
"April-27,1937",174.52
"April-28,1937",170.13
"April-29,1937",170.52
"April-30,1937",174.27
"May-01,1937",174.42
"May-03,1937",174.59
"May-04,1937",176.3
"May-05,1937",174.67
"May-06,1937",175.81
"May-07,1937",175.89
"May-08,1937",175.54
"May-10,1937",173.04
"May-11,1937",172.55
"May-12,1937",172.24
"May-13,1937",167.46
"May-14,1937",169.15
"May-15,1937",169.6
"May-17,1937",167.84
"May-18,1937",169.97
"May-19,1937",169.75
"May-20,1937",173.59
"May-21,1937",173.83
"May-22,1937",175
"May-24,1937",175.59
"May-25,1937",173.79
"May-26,1937",173.7
"May-27,1937",174.19
"May-28,1937",174.71
"June-01,1937",171.59
"June-02,1937",172.63
"June-03,1937",172.82
"June-04,1937",175.14
"June-05,1937",175
"June-07,1937",173.88
"June-08,1937",174.33
"June-09,1937",173.47
"June-10,1937",172.82
"June-11,1937",170.77
"June-12,1937",169.51
"June-14,1937",165.51
"June-15,1937",167.4
"June-16,1937",165.86
"June-17,1937",167.74
"June-18,1937",168.79
"June-19,1937",168.6
"June-21,1937",167.98
"June-22,1937",168.2
"June-23,1937",169.01
"June-24,1937",170.08
"June-25,1937",169.59
"June-26,1937",168.45
"June-28,1937",166.71
"June-29,1937",167.11
"June-30,1937",169.32
"July-01,1937",170.13
"July-02,1937",172.22
"July-06,1937",176.8
"July-07,1937",177.74
"July-08,1937",177.7
"July-09,1937",177.4
"July-10,1937",176.72
"July-12,1937",178.7
"July-13,1937",178.24
"July-14,1937",178.57
"July-15,1937",179.71
"July-16,1937",179.53
"July-17,1937",179.72
"July-19,1937",182.06
"July-20,1937",183.32
"July-21,1937",182.35
"July-22,1937",182.96
"July-23,1937",183.78
"July-24,1937",184.85
"July-26,1937",184.42
"July-27,1937",184.24
"July-28,1937",182.57
"July-29,1937",183.01
"July-30,1937",184.01
"July-31,1937",185.61
"August-02,1937",186.91
"August-03,1937",185.91
"August-04,1937",186.8
"August-05,1937",186.09
"August-06,1937",185.43
"August-07,1937",186.41
"August-09,1937",186.75
"August-10,1937",186.98
"August-11,1937",186.72
"August-12,1937",187.62
"August-13,1937",189.29
"August-14,1937",190.02
"August-16,1937",189.34
"August-17,1937",188.68
"August-18,1937",187.39
"August-19,1937",185.28
"August-20,1937",182.95
"August-21,1937",183.74
"August-23,1937",181.88
"August-24,1937",182.39
"August-25,1937",181.7
"August-26,1937",178.52
"August-27,1937",175.91
"August-28,1937",175.93
"August-30,1937",177.88
"August-31,1937",177.41
"September-01,1937",173.08
"September-02,1937",170.84
"September-03,1937",172.17
"September-04,1937",172.55
"September-07,1937",164.39
"September-08,1937",163.37
"September-09,1937",166.36
"September-10,1937",157.98
"September-11,1937",159.96
"September-13,1937",158
"September-14,1937",162.9
"September-15,1937",162.85
"September-16,1937",164.75
"September-17,1937",162.15
"September-18,1937",157.83
"September-20,1937",155.56
"September-21,1937",156.56
"September-22,1937",157.45
"September-23,1937",153.98
"September-24,1937",147.38
"September-25,1937",147.47
"September-27,1937",152.03
"September-28,1937",153.16
"September-29,1937",154.7
"September-30,1937",154.57
"October-01,1937",153.89
"October-02,1937",154.08
"October-04,1937",152.19
"October-05,1937",144.08
"October-06,1937",147.18
"October-07,1937",146.59
"October-08,1937",144.03
"October-09,1937",143.93
"October-11,1937",138.79
"October-13,1937",138.2
"October-14,1937",136.54
"October-15,1937",135.48
"October-16,1937",136.3
"October-18,1937",125.73
"October-19,1937",126.85
"October-20,1937",134.56
"October-21,1937",135.48
"October-22,1937",132.26
"October-23,1937",127.15
"October-25,1937",134.43
"October-26,1937",132.78
"October-27,1937",132.26
"October-28,1937",135.22
"October-29,1937",138.48
"October-30,1937",138.17
"November-01,1937",135.94
"November-03,1937",130.14
"November-04,1937",128.84
"November-05,1937",128.92
"November-06,1937",125.25
"November-08,1937",123.98
"November-09,1937",126.16
"November-10,1937",132.16
"November-12,1937",133.09
"November-13,1937",133.05
"November-15,1937",129.22
"November-16,1937",127.98
"November-17,1937",127.54
"November-18,1937",125.48
"November-19,1937",118.13
"November-20,1937",120.45
"November-22,1937",114.19
"November-23,1937",115.78
"November-24,1937",113.64
"November-26,1937",118.26
"November-27,1937",123.71
"November-29,1937",121.58
"November-30,1937",123.48
"December-01,1937",122.11
"December-02,1937",125.14
"December-03,1937",127.55
"December-04,1937",127.79
"December-06,1937",126.21
"December-07,1937",128.31
"December-08,1937",129.8
"December-09,1937",128.15
"December-10,1937",126.72
"December-11,1937",126.83
"December-13,1937",122.83
"December-14,1937",123.5
"December-15,1937",124.19
"December-16,1937",125.75
"December-17,1937",124.98
"December-18,1937",126.63
"December-20,1937",129.08
"December-21,1937",129.98
"December-22,1937",128.55
"December-23,1937",127.63
"December-24,1937",127.36
"December-27,1937",123.45
"December-28,1937",118.93
"December-29,1937",120.15
"December-30,1937",121.56
"December-31,1937",120.85
"January-03,1938",120.57
"January-04,1938",124.61
"January-05,1938",124.66
"January-06,1938",128.97
"January-07,1938",128.21
"January-08,1938",130.84
"January-10,1938",133.55
"January-11,1938",134.35
"January-12,1938",133.22
"January-13,1938",131.6
"January-14,1938",131.84
"January-15,1938",134.31
"January-17,1938",132.49
"January-18,1938",131.53
"January-19,1938",130.09
"January-20,1938",132.33
"January-21,1938",130.69
"January-22,1938",130
"January-24,1938",129.89
"January-25,1938",128.33
"January-26,1938",123.23
"January-27,1938",121.57
"January-28,1938",120.66
"January-29,1938",120.14
"January-31,1938",121.87
"February-01,1938",123.97
"February-02,1938",123.06
"February-03,1938",118.49
"February-04,1938",120.52
"February-05,1938",122.88
"February-07,1938",121.39
"February-08,1938",125.52
"February-09,1938",125
"February-10,1938",125.54
"February-11,1938",124.94
"February-14,1938",125.97
"February-15,1938",124.93
"February-16,1938",124.9
"February-17,1938",127.59
"February-18,1938",126.29
"February-19,1938",127.5
"February-21,1938",129.49
