TIME,DJIA
"January-27,1956",466.56
"January-30,1956",467.56
"January-31,1956",470.74
"February-01,1956",473.28
"February-02,1956",473.43
"February-03,1956",477.44
"February-06,1956",478.57
"February-07,1956",476.56
"February-08,1956",471.23
"February-09,1956",467.22
"February-10,1956",467.66
"February-13,1956",467.17
"February-14,1956",465.72
"February-15,1956",470.64
"February-16,1956",469.61
"February-17,1956",477.05
"February-20,1956",476.46
"February-21,1956",476.93
"February-23,1956",481.5
"February-24,1956",485.66
"February-27,1956",485
"February-28,1956",485.71
"February-29,1956",483.65
"March-01,1956",486.69
"March-02,1956",488.84
"March-05,1956",491.68
"March-06,1956",491.41
"March-07,1956",491.26
"March-08,1956",492.36
"March-09,1956",497.84
"March-12,1956",500.24
"March-13,1956",499.33
"March-14,1956",503.88
"March-15,1956",507.5
"March-16,1956",507.6
"March-19,1956",509.76
"March-20,1956",512.62
"March-21,1956",507.92
"March-22,1956",510.94
"March-23,1956",513.03
"March-26,1956",512.42
"March-27,1956",508.68
"March-28,1956",510.25
"March-29,1956",511.79
"April-02,1956",515.1
"April-03,1956",515.91
"April-04,1956",518.65
"April-05,1956",516.57
"April-06,1956",521.05
"April-09,1956",518.52
"April-10,1956",510.04
"April-11,1956",512.7
"April-12,1956",509.15
"April-13,1956",509.99
"April-16,1956",509.15
"April-17,1956",507.95
"April-18,1956",506.55
"April-19,1956",504.33
"April-20,1956",507.2
"April-23,1956",507.28
"April-24,1956",503.36
"April-25,1956",503.02
"April-26,1956",507.12
"April-27,1956",512.03
"April-30,1956",516.12
"May-01,1956",513.96
"May-02,1956",512.78
"May-03,1956",514.03
"May-04,1956",516.44
"May-07,1956",512.89
"May-08,1956",509.13
"May-09,1956",508.16
"May-10,1956",501.56
"May-11,1956",501.25
"May-14,1956",497.28
"May-15,1956",494.83
"May-16,1956",492.69
"May-17,1956",496.63
"May-18,1956",496.39
"May-21,1956",491.62
"May-22,1956",484.13
"May-23,1956",480.16
"May-24,1956",473.51
"May-25,1956",472.49
"May-28,1956",468.81
"May-29,1956",477.68
"May-31,1956",478.05
"June-01,1956",480.63
"June-04,1956",483.22
"June-05,1956",483.19
"June-06,1956",480.54
"June-07,1956",482.99
"June-08,1956",475.29
"June-11,1956",479.41
"June-12,1956",485.49
"June-13,1956",487.08
"June-14,1956",485.52
"June-15,1956",485.91
"June-18,1956",483.91
"June-19,1956",484.52
"June-20,1956",485
"June-21,1956",488.26
"June-22,1956",487.95
"June-25,1956",486.43
"June-26,1956",489.37
"June-27,1956",492.04
"June-28,1956",492.5
"June-29,1956",492.78
"July-02,1956",491.92
"July-03,1956",495.74
"July-05,1956",500.54
"July-06,1956",504.15
"July-09,1956",506.52
"July-10,1956",508.34
"July-11,1956",509.65
"July-12,1956",507.44
"July-13,1956",511.1
"July-16,1956",512.98
"July-17,1956",514.43
"July-18,1956",513.39
"July-19,1956",513.86
"July-20,1956",514.57
"July-23,1956",513.61
"July-24,1956",513.17
"July-25,1956",514.13
"July-26,1956",515.85
"July-27,1956",512.3
"July-30,1956",513.42
"July-31,1956",517.81
"August-01,1956",518.69
"August-02,1956",520.95
"August-03,1956",520.27
"August-06,1956",513.88
"August-07,1956",515.88
"August-08,1956",518.74
"August-09,1956",519.04
"August-10,1956",517.38
"August-13,1956",514.4
"August-14,1956",517.27
"August-15,1956",517.7
"August-16,1956",517.19
"August-17,1956",515.79
"August-20,1956",511.24
"August-21,1956",505.43
"August-22,1956",502.34
"August-23,1956",507.06
"August-24,1956",507.91
"August-27,1956",505.7
"August-28,1956",503.05
"August-29,1956",500.9
"August-30,1956",495.96
"August-31,1956",502.04
"September-04,1956",507.66
"September-05,1956",509.82
"September-06,1956",509.49
"September-07,1956",506.76
"September-10,1956",505.56
"September-11,1956",502.16
"September-12,1956",499.97
"September-13,1956",499.69
"September-14,1956",500.32
"September-17,1956",498.76
"September-18,1956",493.45
"September-19,1956",488.72
"September-20,1956",487.13
"September-21,1956",490.33
"September-24,1956",487.7
"September-25,1956",481.08
"September-26,1956",481.6
"September-27,1956",479.76
"September-28,1956",475.25
"October-01,1956",468.7
"October-02,1956",475.41
"October-03,1956",482.04
"October-04,1956",481.24
"October-05,1956",482.39
"October-08,1956",483.38
"October-09,1956",481.32
"October-10,1956",487.32
"October-11,1956",488.06
"October-12,1956",490.19
"October-15,1956",489.4
"October-16,1956",487.57
"October-17,1956",484.66
"October-18,1956",486.31
"October-19,1956",486.12
"October-22,1956",485.27
"October-23,1956",485.05
"October-24,1956",482.67
"October-25,1956",481.08
"October-26,1956",486.06
"October-29,1956",486.94
"October-30,1956",486.47
"October-31,1956",479.85
"November-01,1956",487.62
"November-02,1956",490.47
"November-05,1956",495.37
"November-07,1956",491.15
"November-08,1956",488.72
"November-09,1956",485.35
"November-12,1956",487.05
"November-13,1956",486.69
"November-14,1956",482.36
"November-15,1956",480.2
"November-16,1956",480.67
"November-19,1956",474.56
"November-20,1956",470.07
"November-21,1956",467.91
"November-23,1956",472.56
"November-26,1956",470.29
"November-27,1956",470.18
"November-28,1956",466.1
"November-29,1956",466.62
"November-30,1956",472.78
"December-03,1956",480.61
"December-04,1956",481.38
"December-05,1956",488.55
"December-06,1956",492.74
"December-07,1956",494.79
"December-10,1956",493.18
"December-11,1956",490.36
"December-12,1956",487.51
"December-13,1956",490.47
"December-14,1956",492.08
"December-17,1956",493.75
"December-18,1956",495.09
"December-19,1956",493.81
"December-20,1956",490.44
"December-21,1956",494.38
"December-26,1956",496.74
"December-27,1956",496.38
"December-28,1956",496.41
"December-31,1956",499.47
"January-02,1957",496.03
"January-03,1957",499.2
"January-04,1957",498.22
"January-07,1957",495.2
"January-08,1957",493.86
"January-09,1957",493.21
"January-10,1957",495.51
"January-11,1957",493.81
"January-14,1957",489.29
"January-15,1957",484.75
"January-16,1957",485.05
"January-17,1957",484.01
"January-18,1957",477.46
"January-21,1957",475.9
"January-22,1957",477.49
"January-23,1957",479.93
"January-24,1957",481.3
"January-25,1957",478.34
"January-28,1957",474.59
"January-29,1957",476.92
"January-30,1957",480.53
"January-31,1957",479.16
"February-01,1957",477.22
"February-04,1957",477.19
"February-05,1957",469.96
"February-06,1957",470.81
"February-07,1957",468.71
"February-08,1957",466.29
"February-11,1957",457.44
"February-12,1957",454.82
"February-13,1957",462.14
"February-14,1957",461.56
"February-15,1957",468.07
"February-18,1957",467.4
"February-19,1957",466.84
"February-20,1957",469
"February-21,1957",466.93
"February-25,1957",466.9
"February-26,1957",467.72
"February-27,1957",466.26
"February-28,1957",464.62
"March-01,1957",468.91
"March-04,1957",471.48
"March-05,1957",472.88
"March-06,1957",474.87
"March-07,1957",474.17
"March-08,1957",471.63
"March-11,1957",469.5
"March-12,1957",470.31
"March-13,1957",472.53
"March-14,1957",473.93
"March-15,1957",474.28
"March-18,1957",472.3
"March-19,1957",473.93
"March-20,1957",473.93
"March-21,1957",474.02
"March-22,1957",472.94
"March-25,1957",471.51
"March-26,1957",472.24
"March-27,1957",473.12
"March-28,1957",475.01
"March-29,1957",474.81
"April-01,1957",474.98
"April-02,1957",477.55
"April-03,1957",478.31
"April-04,1957",477.43
"April-05,1957",477.61
"April-08,1957",479.04
"April-09,1957",482.66
"April-10,1957",485.17
"April-11,1957",484.7
"April-12,1957",486.72
"April-15,1957",485.84
"April-16,1957",484.32
"April-17,1957",485.02
"April-18,1957",488.03
"April-22,1957",488.79
"April-23,1957",491.88
"April-24,1957",493.66
"April-25,1957",492.29
"April-26,1957",491.5
"April-29,1957",493.95
"April-30,1957",494.36
"May-01,1957",495.76
"May-02,1957",498.56
"May-03,1957",497.54
"May-06,1957",496.32
"May-07,1957",494.68
"May-08,1957",496.73
"May-09,1957",496.76
"May-10,1957",498.3
"May-13,1957",502.21
"May-14,1957",500.46
"May-15,1957",501.98
"May-16,1957",504.84
"May-17,1957",505.6
"May-20,1957",505.98
"May-21,1957",506.04
"May-22,1957",504.43
"May-23,1957",504.02
"May-24,1957",504.02
"May-27,1957",499.21
"May-28,1957",497.72
"May-29,1957",502.18
"May-31,1957",504.93
"June-03,1957",503.76
"June-04,1957",502.97
"June-05,1957",502.07
"June-06,1957",504.55
"June-07,1957",505.63
"June-10,1957",503.76
"June-11,1957",509.48
"June-12,1957",509.66
"June-13,1957",511.58
"June-14,1957",511.79
"June-17,1957",513.19
"June-18,1957",511.32
"June-19,1957",505.92
"June-20,1957",503.56
"June-21,1957",500
"June-24,1957",497.08
"June-25,1957",501.98
"June-26,1957",500.78
"June-27,1957",503.03
"June-28,1957",503.29
"July-01,1957",503.29
"July-02,1957",507.55
"July-03,1957",513.25
"July-05,1957",516.89
"July-08,1957",518.41
"July-09,1957",516.37
"July-10,1957",519.81
"July-11,1957",517.97
"July-12,1957",520.77
"July-15,1957",520.16
"July-16,1957",517.42
"July-17,1957",515.11
"July-18,1957",515.64
"July-19,1957",515.73
"July-22,1957",515.32
"July-23,1957",515.61
"July-24,1957",515.78
"July-25,1957",516.69
"July-26,1957",514.59
"July-29,1957",508.25
"July-30,1957",508.93
"July-31,1957",508.52
"August-01,1957",506.21
"August-02,1957",505.1
"August-05,1957",500.78
"August-06,1957",494.13
"August-07,1957",498.48
"August-08,1957",496.87
"August-09,1957",496.78
"August-12,1957",492.32
"August-13,1957",492.14
"August-14,1957",485.93
"August-15,1957",487.3
"August-16,1957",488.2
"August-19,1957",478.95
"August-20,1957",483.86
"August-21,1957",485.14
"August-22,1957",481.46
"August-23,1957",475.74
"August-26,1957",470.14
"August-27,1957",477.55
"August-28,1957",477.79
"August-29,1957",476.06
"August-30,1957",484.35
"September-03,1957",486.13
"September-04,1957",482.6
"September-05,1957",479.51
"September-06,1957",478.63
"September-09,1957",474.28
"September-10,1957",470.23
"September-11,1957",474.4
"September-12,1957",480.56
"September-13,1957",481.02
"September-16,1957",478.08
"September-17,1957",478.28
"September-18,1957",478.6
"September-19,1957",476.12
"September-20,1957",468.42
"September-23,1957",458.96
"September-24,1957",462.87
"September-25,1957",456.95
"September-26,1957",457.01
"September-27,1957",456.89
"September-30,1957",456.3
"October-01,1957",460.8
"October-02,1957",465.03
"October-03,1957",465.82
"October-04,1957",461.7
"October-07,1957",452.42
"October-08,1957",450.56
"October-09,1957",451.4
"October-10,1957",441.71
"October-11,1957",441.16
"October-14,1957",443.78
"October-15,1957",447.9
"October-16,1957",443.93
"October-17,1957",436.87
"October-18,1957",433.83
"October-21,1957",423.06
"October-22,1957",419.79
"October-23,1957",437.13
"October-24,1957",436.4
"October-25,1957",435.15
"October-28,1957",432.15
"October-29,1957",435.76
"October-30,1957",440.28
"October-31,1957",441.04
"November-01,1957",434.71
"November-04,1957",434.04
"November-06,1957",435.82
"November-07,1957",438.91
"November-08,1957",434.12
"November-11,1957",434.94
"November-12,1957",429.75
"November-13,1957",430.07
"November-14,1957",427.94
"November-15,1957",439.35
"November-18,1957",434.96
"November-19,1957",431.73
"November-20,1957",433.37
"November-21,1957",439.8
"November-22,1957",442.68
"November-25,1957",444.38
"November-26,1957",435.34
"November-27,1957",446.03
"November-29,1957",449.87
"December-02,1957",446.91
"December-03,1957",446.55
"December-04,1957",448.87
"December-05,1957",449.55
"December-06,1957",447.2
"December-09,1957",443.76
"December-10,1957",439.24
"December-11,1957",439.36
"December-12,1957",438.48
"December-13,1957",440.48
"December-16,1957",433.4
"December-17,1957",425.65
"December-18,1957",426.18
"December-19,1957",431.26
"December-20,1957",427.2
"December-23,1957",428.08
"December-24,1957",429.11
"December-26,1957",434.16
"December-27,1957",432.9
"December-30,1957",431.78
"December-31,1957",435.69
"January-02,1958",439.27
"January-03,1958",444.56
"January-06,1958",442.56
"January-07,1958",447.79
"January-08,1958",446.61
"January-09,1958",443.24
"January-10,1958",438.68
"January-13,1958",439.71
"January-14,1958",441.8
"January-15,1958",445.2
"January-16,1958",445.23
"January-17,1958",444.12
"January-20,1958",447.29
"January-21,1958",446.64
"January-22,1958",445.7
"January-23,1958",447.91
"January-24,1958",450.66
"January-27,1958",448.46
"January-28,1958",448.67
"January-29,1958",451.16
"January-30,1958",449.72
"January-31,1958",450.02
"February-03,1958",453.98
"February-04,1958",458.65
"February-05,1958",454.89
"February-06,1958",453.13
"February-07,1958",448.76
"February-10,1958",445.94
"February-11,1958",442.35
"February-12,1958",441.21
"February-13,1958",440.24
"February-14,1958",444.44
"February-17,1958",442.27
"February-18,1958",442.71
"February-19,1958",443.06
"February-20,1958",439.74
"February-21,1958",439.62
"February-24,1958",437.19
"February-25,1958",436.89
"February-26,1958",440.42
"February-27,1958",437.8
"February-28,1958",439.92
"March-03,1958",443.38
"March-04,1958",445.06
"March-05,1958",446.58
"March-06,1958",450.96
"March-07,1958",451.49
"March-10,1958",451.9
"March-11,1958",455.92
"March-12,1958",454.6
"March-13,1958",454.1
"March-14,1958",453.04
"March-17,1958",448.23
"March-18,1958",447.38
"March-19,1958",449.96
"March-20,1958",449.46
"March-21,1958",452.49
"March-24,1958",453.75
"March-25,1958",450.96
"March-26,1958",449.7
"March-27,1958",448.64
"March-28,1958",448.61
"March-31,1958",446.76
"April-01,1958",445.47
"April-02,1958",441.21
"April-03,1958",440.5
"April-07,1958",440.09
"April-08,1958",442.59
"April-09,1958",441.88
"April-10,1958",441.06
"April-11,1958",441.24
"April-14,1958",443.76
"April-15,1958",447.58
"April-16,1958",444.35
"April-17,1958",445.09
"April-18,1958",449.31
"April-21,1958",450.72
"April-22,1958",449.55
"April-23,1958",450.11
"April-24,1958",453.42
"April-25,1958",454.92
"April-28,1958",454.51
"April-29,1958",451.78
"April-30,1958",455.86
"May-01,1958",457.01
"May-02,1958",459.56
"May-05,1958",461.12
"May-06,1958",463.67
"May-07,1958",462.88
"May-08,1958",462.5
"May-09,1958",462.56
"May-12,1958",460.74
"May-13,1958",459.86
"May-14,1958",455.45
"May-15,1958",457.86
"May-16,1958",457.1
"May-19,1958",455.98
"May-20,1958",459.83
"May-21,1958",458.5
"May-22,1958",460.24
"May-23,1958",461.03
"May-26,1958",461.06
"May-27,1958",460.68
"May-28,1958",460.44
"May-29,1958",462.7
"June-02,1958",466.11
"June-03,1958",468.14
"June-04,1958",468.58
"June-05,1958",468.55
"June-06,1958",469.6
"June-09,1958",469.46
"June-10,1958",468.19
"June-11,1958",467.93
"June-12,1958",471.42
"June-13,1958",474.77
"June-16,1958",476.56
"June-17,1958",478.97
"June-18,1958",476.65
"June-19,1958",471.57
"June-20,1958",473.6
"June-23,1958",471.66
"June-24,1958",470.43
"June-25,1958",471.54
"June-26,1958",474.01
"June-27,1958",475.42
"June-30,1958",478.18
"July-01,1958",478.82
"July-02,1958",480.15
"July-03,1958",480.17
"July-07,1958",481.85
"July-08,1958",480
"July-09,1958",477.59
"July-10,1958",478.97
"July-11,1958",482.85
"July-14,1958",476.89
"July-15,1958",478.82
"July-16,1958",481
"July-17,1958",485.7
"July-18,1958",486.55
"July-21,1958",493.36
"July-22,1958",494.89
"July-23,1958",494.06
"July-24,1958",497.12
"July-25,1958",501.76
"July-28,1958",502.81
"July-29,1958",501.38
"July-30,1958",504.37
"July-31,1958",502.99
"August-01,1958",505.43
"August-04,1958",510.33
"August-05,1958",506.95
"August-06,1958",503.11
"August-07,1958",506.1
"August-08,1958",510.13
"August-11,1958",512.42
"August-12,1958",508.19
"August-13,1958",509.22
"August-14,1958",510.3
"August-15,1958",506.13
"August-18,1958",502.67
"August-19,1958",503.64
"August-20,1958",503.96
"August-21,1958",507.1
"August-22,1958",508.28
"August-25,1958",508.28
"August-26,1958",509.63
"August-27,1958",510.39
"August-28,1958",507.72
"August-29,1958",508.63
"September-02,1958",511.77
"September-03,1958",513.71
"September-04,1958",513.44
"September-05,1958",512.77
"September-08,1958",515.23
"September-09,1958",518.64
"September-10,1958",516.2
"September-11,1958",520.43
"September-12,1958",519.43
"September-15,1958",523.4
"September-16,1958",526.57
"September-17,1958",525.89
"September-18,1958",522.34
"September-19,1958",526.48
"September-22,1958",524.01
"September-23,1958",525.89
"September-24,1958",528.15
"September-25,1958",525.83
"September-26,1958",526.83
"September-29,1958",529.04
"September-30,1958",532.09
"October-01,1958",530.94
"October-02,1958",532.09
"October-03,1958",533.73
"October-06,1958",536.29
"October-07,1958",539.4
"October-08,1958",539.31
"October-09,1958",539.61
"October-10,1958",543.36
"October-13,1958",545.95
"October-14,1958",541.72
"October-15,1958",536.14
"October-16,1958",540.11
"October-17,1958",546.36
"October-20,1958",544.19
"October-21,1958",543.72
"October-22,1958",542.31
"October-23,1958",540.72
"October-24,1958",539.52
"October-27,1958",535
"October-28,1958",536.88
"October-29,1958",542.72
"October-30,1958",543.31
"October-31,1958",543.22
"November-03,1958",545.16
"November-05,1958",550.68
"November-06,1958",554.85
"November-07,1958",554.26
"November-10,1958",557.72
"November-11,1958",561.13
"November-12,1958",562.39
"November-13,1958",560.75
"November-14,1958",564.68
"November-17,1958",567.44
"November-18,1958",564.89
"November-19,1958",565.97
"November-20,1958",566.24
"November-21,1958",559.57
"November-24,1958",544.89
"November-25,1958",540.52
"November-26,1958",549.15
"November-28,1958",557.46
"December-01,1958",560.07
"December-02,1958",558.57
"December-03,1958",558.81
"December-04,1958",559.1
"December-05,1958",556.75
"December-08,1958",556.08
"December-09,1958",558.13
"December-10,1958",564.98
"December-11,1958",563.07
"December-12,1958",562.27
"December-15,1958",563.98
"December-16,1958",565.18
"December-17,1958",569.38
"December-18,1958",572.38
"December-19,1958",573.17
"December-22,1958",571.23
"December-23,1958",566.39
"December-24,1958",572.73
"December-29,1958",577.31
"December-30,1958",581.8
"December-31,1958",583.65
"January-02,1959",587.59
"January-05,1959",590.17
"January-06,1959",591.37
"January-07,1959",583.15
"January-08,1959",588.14
"January-09,1959",592.72
"January-12,1959",592.64
"January-13,1959",590.7
"January-14,1959",591.64
"January-15,1959",594.81
"January-16,1959",595.75
"January-19,1959",594.4
"January-20,1959",595.69
"January-21,1959",597.66
"January-22,1959",595.69
"January-23,1959",596.07
"January-26,1959",592.37
"January-27,1959",594.66
"January-28,1959",588.53
"January-29,1959",590.4
"January-30,1959",593.96
"February-02,1959",592.23
"February-03,1959",592.34
"February-04,1959",589.38
"February-05,1959",586.12
"February-06,1959",582.33
"February-09,1959",574.46
"February-10,1959",582.65
"February-11,1959",584.03
"February-12,1959",581.89
"February-13,1959",587.97
"February-16,1959",587.91
"February-17,1959",586.71
"February-18,1959",588.82
"February-19,1959",595.04
"February-20,1959",602.21
"February-24,1959",602.91
"February-25,1959",601.18
"February-26,1959",602
"February-27,1959",603.5
"March-02,1959",605.03
"March-03,1959",610.78
"March-04,1959",611.84
"March-05,1959",611.87
"March-06,1959",609.52
"March-09,1959",609.96
"March-10,1959",611.14
"March-11,1959",611.49
"March-12,1959",613.75
"March-13,1959",614.69
"March-16,1959",607.88
"March-17,1959",612.69
"March-18,1959",610.87
"March-19,1959",610.02
"March-20,1959",610.37
"March-23,1959",605.56
"March-24,1959",606.73
"March-25,1959",606.47
"March-26,1959",606.58
"March-30,1959",602.65
"March-31,1959",601.71
"April-01,1959",602.94
"April-02,1959",607.52
"April-03,1959",611.93
"April-06,1959",611.16
"April-07,1959",610.34
"April-08,1959",606.44
"April-09,1959",605.5
"April-10,1959",605.97
"April-13,1959",607.76
"April-14,1959",609.53
"April-15,1959",612.5
"April-16,1959",617.58
"April-17,1959",624.06
"April-20,1959",627.08
"April-21,1959",629.23
"April-22,1959",625.15
"April-23,1959",623.27
"April-24,1959",627.39
"April-27,1959",629.87
"April-28,1959",628.87
"April-29,1959",625.87
"April-30,1959",623.75
"May-01,1959",625.06
"May-04,1959",625.06
"May-05,1959",625.9
"May-06,1959",624.39
"May-07,1959",615.64
"May-08,1959",621.36
"May-11,1959",625.03
"May-12,1959",627.66
"May-13,1959",633.05
"May-14,1959",637.04
"May-15,1959",634.53
"May-18,1959",633.53
"May-19,1959",635.44
"May-20,1959",631.87
"May-21,1959",631.65
"May-22,1959",634.74
"May-25,1959",632.35
"May-26,1959",632.38
"May-27,1959",636.68
"May-28,1959",639.58
"May-29,1959",643.79
"June-01,1959",643.51
"June-02,1959",637.45
"June-03,1959",637.39
"June-04,1959",630.54
"June-05,1959",629.98
"June-08,1959",621.62
"June-09,1959",617.62
"June-10,1959",627.17
"June-11,1959",627.49
"June-12,1959",627.42
"June-15,1959",624.59
"June-16,1959",621.4
"June-17,1959",628.05
"June-18,1959",629.41
"June-19,1959",629.76
"June-22,1959",631.71
"June-23,1959",630.73
"June-24,1959",634.27
"June-25,1959",637.23
"June-26,1959",639.25
"June-29,1959",643.06
"June-30,1959",643.6
"July-01,1959",650.88
"July-02,1959",654.76
"July-06,1959",660.09
"July-07,1959",663.21
"July-08,1959",663.81
"July-09,1959",663.09
"July-10,1959",663.56
"July-13,1959",657.35
"July-14,1959",657.7
"July-15,1959",660.57
"July-16,1959",658.29
"July-17,1959",657.13
"July-20,1959",654.54
"July-21,1959",661.48
"July-22,1959",664.38
"July-23,1959",664.63
"July-24,1959",663.72
"July-27,1959",669.08
"July-28,1959",672.04
"July-29,1959",673.18
"July-30,1959",673.37
"July-31,1959",674.88
"August-03,1959",678.1
"August-04,1959",676.3
"August-05,1959",672.33
"August-06,1959",671.98
"August-07,1959",668.57
"August-10,1959",653.79
"August-11,1959",658.07
"August-12,1959",655.14
"August-13,1959",655.43
"August-14,1959",658.74
"August-17,1959",658.42
"August-18,1959",650.79
"August-19,1959",646.53
"August-20,1959",655.02
"August-21,1959",655.39
"August-24,1959",653.22
"August-25,1959",655.96
"August-26,1959",657.57
"August-27,1959",663.34
"August-28,1959",663.06
"August-31,1959",664.41
"September-01,1959",655.9
"September-02,1959",655.8
"September-03,1959",645.9
"September-04,1959",652.18
"September-08,1959",642.69
"September-09,1959",637.67
"September-10,1959",633.38
"September-11,1959",637.36
"September-14,1959",633.79
"September-15,1959",630.8
"September-16,1959",632.41
"September-17,1959",629
"September-18,1959",625.78
"September-21,1959",618.15
"September-22,1959",616.45
"September-23,1959",624.02
"September-24,1959",632.85
"September-25,1959",632.59
"September-28,1959",636.47
"September-29,1959",640.1
"September-30,1959",631.68
"October-01,1959",633.6
"October-02,1959",636.57
"October-05,1959",637.01
"October-06,1959",636.06
"October-07,1959",635.37
"October-08,1959",633.04
"October-09,1959",636.98
"October-12,1959",638.55
"October-13,1959",637.83
"October-14,1959",634.27
"October-15,1959",637.48
"October-16,1959",643.22
"October-19,1959",639.66
"October-20,1959",635.37
"October-21,1959",632.69
"October-22,1959",625.59
"October-23,1959",633.07
"October-26,1959",637.61
"October-27,1959",642.18
"October-28,1959",643.6
"October-29,1959",645.11
"October-30,1959",646.6
"November-02,1959",645.46
"November-04,1959",645.74
"November-05,1959",647.57
"November-06,1959",650.92
"November-09,1959",650.92
"November-10,1959",648.14
"November-11,1959",647.32
"November-12,1959",644.26
"November-13,1959",641.71
"November-16,1959",634.46
"November-17,1959",635.62
"November-18,1959",641.99
"November-19,1959",643.32
"November-20,1959",645.46
"November-23,1959",646.75
"November-24,1959",649.69
"November-25,1959",651.1
"November-27,1959",652.52
"November-30,1959",659.18
"December-01,1959",664.38
"December-02,1959",661.29
"December-03,1959",662.96
"December-04,1959",664
"December-07,1959",665.67
"December-08,1959",675.39
"December-09,1959",671.26
"December-10,1959",672.74
"December-11,1959",670.5
"December-14,1959",675.07
"December-15,1959",673.78
"December-16,1959",675.2
"December-17,1959",673.9
"December-18,1959",676.65
"December-21,1959",675.92
"December-22,1959",671.82
"December-23,1959",670.18
"December-24,1959",670.69
"December-28,1959",669.77
"December-29,1959",672.23
"December-30,1959",676.97
"December-31,1959",679.36
"January-04,1960",679.06
"January-05,1960",685.47
"January-06,1960",682.62
"January-07,1960",677.66
"January-08,1960",675.73
"January-11,1960",667.16
"January-12,1960",660.43
"January-13,1960",656.44
"January-14,1960",660.53
"January-15,1960",659.68
"January-18,1960",653.86
"January-19,1960",645.07
"January-20,1960",643.69
"January-21,1960",645.43
"January-22,1960",645.85
"January-25,1960",639.07
"January-26,1960",639.84
"January-27,1960",637.67
"January-28,1960",629.84
"January-29,1960",622.62
"February-01,1960",626.2
"February-02,1960",636.92
"February-03,1960",630.97
"February-04,1960",631.14
"February-05,1960",626.77
"February-08,1960",619.43
"February-09,1960",628.45
"February-10,1960",623.36
"February-11,1960",618.57
"February-12,1960",622.23
"February-15,1960",617.58
"February-16,1960",611.33
"February-17,1960",613.55
"February-18,1960",622.19
"February-19,1960",628.45
"February-23,1960",626.19
"February-24,1960",623.71
"February-25,1960",628.51
"February-26,1960",632
"February-29,1960",630.12
"March-01,1960",626.87
"March-02,1960",621.37
"March-03,1960",612.05
"March-04,1960",609.79
"March-07,1960",604.02
"March-08,1960",599.1
"March-09,1960",607.16
"March-10,1960",602.31
"March-11,1960",605.83
"March-14,1960",606.79
"March-15,1960",612.18
"March-16,1960",616.73
"March-17,1960",615.09
"March-18,1960",616.42
"March-21,1960",617
"March-22,1960",618.09
"March-23,1960",622.06
"March-24,1960",624
"March-25,1960",622.47
"March-28,1960",621.78
"March-29,1960",620.35
"March-30,1960",619.94
"March-31,1960",616.59
"April-01,1960",615.98
"April-04,1960",618.54
"April-05,1960",622.19
"April-06,1960",628.31
"April-07,1960",629.03
"April-08,1960",628.1
"April-11,1960",624.89
"April-12,1960",626.5
"April-13,1960",626.5
"April-14,1960",630.12
"April-18,1960",630.77
"April-19,1960",626.4
"April-20,1960",618.71
"April-21,1960",619.15
"April-22,1960",616.32
"April-25,1960",611.13
"April-26,1960",610.92
"April-27,1960",609.96
"April-28,1960",604.33
"April-29,1960",601.7
"May-02,1960",599.61
"May-03,1960",607.73
"May-04,1960",610.99
"May-05,1960",608.32
"May-06,1960",607.62
"May-09,1960",607.48
"May-10,1960",604.82
"May-11,1960",606.54
"May-12,1960",607.87
"May-13,1960",616.03
"May-16,1960",617.39
"May-17,1960",621.63
"May-18,1960",623
"May-19,1960",624.68
"May-20,1960",625.24
"May-23,1960",623.66
"May-24,1960",621.39
"May-25,1960",621.28
"May-26,1960",622.79
"May-27,1960",624.78
"May-31,1960",625.5
"June-01,1960",624.89
"June-02,1960",627.87
"June-03,1960",628.98
"June-06,1960",636.92
"June-07,1960",645.58
"June-08,1960",650.35
"June-09,1960",656.42
"June-10,1960",654.88
"June-13,1960",655.85
"June-14,1960",654.88
"June-15,1960",649.42
"June-16,1960",648.27
"June-17,1960",650.89
"June-20,1960",647.52
"June-21,1960",644.93
"June-22,1960",645.36
"June-23,1960",647.41
"June-24,1960",647.01
"June-27,1960",642.49
"June-28,1960",637.46
"June-29,1960",638.39
"June-30,1960",640.62
"July-01,1960",641.3
"July-05,1960",640.91
"July-06,1960",640.37
"July-07,1960",644.89
"July-08,1960",646.91
"July-11,1960",640.44
"July-12,1960",634.12
"July-13,1960",632.11
"July-14,1960",631.32
"July-15,1960",630.24
"July-18,1960",626
"July-19,1960",624.78
"July-20,1960",624.13
"July-21,1960",616.63
"July-22,1960",609.87
"July-25,1960",601.68
"July-26,1960",606.75
"July-27,1960",601.76
"July-28,1960",605.67
"July-29,1960",616.73
"August-01,1960",617.85
"August-02,1960",613.68
"August-03,1960",608.69
"August-04,1960",609.23
"August-05,1960",614.29
"August-08,1960",614.79
"August-09,1960",615.69
"August-10,1960",617.52
"August-11,1960",622.88
"August-12,1960",626.18
"August-15,1960",624.17
"August-16,1960",625.43
"August-17,1960",626.54
"August-18,1960",625.82
"August-19,1960",629.27
"August-22,1960",630.71
"August-23,1960",638.29
"August-24,1960",641.56
"August-25,1960",637.16
"August-26,1960",636.13
"August-29,1960",634.46
"August-30,1960",626.4
"August-31,1960",625.99
"September-01,1960",626.1
"September-02,1960",625.22
"September-06,1960",620.85
"September-07,1960",612.27
"September-08,1960",611.42
"September-09,1960",614.12
"September-12,1960",609.35
"September-13,1960",611.79
"September-14,1960",605.69
